seconds,b7
float,int
,
0.19966442953020133,0
0.39932885906040266,0
0.598993288590604,0
0.7986577181208053,0
0.9983221476510067,0
1.197986577181208,0
1.3976510067114094,0
1.5973154362416107,0
1.7969798657718121,0
1.9966442953020134,0
2.196308724832215,0
2.395973154362416,0
2.5956375838926173,0
2.795302013422819,0
2.99496644295302,0
3.1946308724832213,0
3.3942953020134228,0
3.5939597315436242,0
3.7936241610738257,0
3.9932885906040267,0
4.192953020134228,0
4.39261744966443,0
4.592281879194631,0
4.791946308724832,0
4.991610738255034,0
5.191275167785235,0
5.390939597315436,0
5.590604026845638,0
5.790268456375839,0
5.98993288590604,0
6.189597315436242,0
6.389261744966443,0
6.5889261744966445,0
6.7885906040268456,0
6.988255033557047,0
7.1879194630872485,0
7.3875838926174495,0
7.587248322147651,0
7.7869127516778525,0
7.9865771812080535,0
8.186241610738255,0
8.385906040268456,0
8.58557046979866,0
8.78523489932886,0
8.984899328859061,0
9.184563758389261,0
9.384228187919463,0
9.583892617449663,0
9.783557046979867,0
9.983221476510067,0
10.18288590604027,0
10.38255033557047,0
10.582214765100671,40
10.781879194630871,423
10.981543624161075,32
11.181208053691275,719
11.380872483221477,3
11.580536912751677,559
11.78020134228188,3219
11.97986577181208,90
12.179530201342283,0
12.379194630872483,0
12.578859060402685,0
12.778523489932885,0
12.978187919463087,1
13.177852348993289,1179
13.377516778523491,52
13.577181208053691,1691
13.776845637583893,20
13.976510067114093,916
14.176174496644295,0
14.375838926174497,35
14.575503355704699,0
14.775167785234899,0
14.974832214765103,1624
15.174496644295303,37
15.374161073825505,201
15.573825503355705,27
15.773489932885907,1430
15.973154362416107,0
16.17281879194631,0
16.37248322147651,150
16.57214765100671,382
16.77181208053691,0
16.971476510067113,0
17.17114093959732,0
17.370805369127517,605
17.57046979865772,5
17.77013422818792,0
17.969798657718123,0
18.16946308724832,6255
18.369127516778523,0
18.568791946308725,318
18.768456375838927,0
18.968120805369125,580
19.167785234899327,10
19.36744966442953,20
19.567114093959734,1591
19.766778523489933,29
19.966442953020135,2099
20.166107382550337,617
20.36577181208054,21
20.565436241610737,1137
20.76510067114094,0
20.96476510067114,1726
21.164429530201343,0
21.36409395973154,1
21.563758389261743,0
21.76342281879195,0
21.96308724832215,14
22.16275167785235,0
22.36241610738255,3328
22.562080536912752,2
22.761744966442954,3847
22.961409395973153,98
23.161073825503355,0
23.360738255033556,52
23.56040268456376,0
23.760067114093957,2862
23.95973154362416,0
24.159395973154364,33
24.359060402684566,0
24.558724832214764,119
24.758389261744966,0
24.95805369127517,0
25.15771812080537,0
25.35738255033557,0
25.55704697986577,96
25.756711409395972,0
25.956375838926174,0
26.156040268456373,0
26.355704697986578,0
26.55536912751678,0
26.755033557046982,0
26.95469798657718,11
27.154362416107382,0
27.354026845637584,0
27.553691275167786,0
27.753355704697984,0
27.953020134228186,0
28.15268456375839,0
28.35234899328859,243
28.552013422818792,0
28.751677852348994,235
28.951342281879196,0
29.151006711409398,0
29.350671140939596,0
29.550335570469798,4
29.75,0
29.949664429530205,724
30.149328859060404,10
30.348993288590606,0
30.548657718120804,861
30.74832214765101,0
30.947986577181208,0
31.14765100671141,442
31.347315436241608,0
31.546979865771814,0
31.746644295302012,196
31.946308724832214,0
32.145973154362416,0
32.34563758389262,3
32.54530201342282,0
32.74496644295302,0
32.94463087248322,53
33.14429530201342,0
33.34395973154363,0
33.54362416107382,0
33.74328859060403,0
33.942953020134226,485
34.14261744966443,0
34.34228187919464,1900
34.54194630872483,0
34.741610738255034,432
34.941275167785236,0
35.14093959731544,0
35.34060402684564,0
35.54026845637584,8
35.739932885906036,0
35.939597315436245,0
36.13926174496644,2122
36.33892617449664,0
36.538590604026844,2086
36.738255033557046,101
36.937919463087255,11
37.13758389261745,889
37.33724832214765,0
37.53691275167785,0
37.736577181208055,0
37.93624161073825,2
38.13590604026846,89
38.335570469798654,0
38.53523489932886,2
38.73489932885906,0
38.93456375838926,138
39.13422818791947,0
39.33389261744966,22
39.533557046979865,3143
39.73322147651007,0
39.93288590604027,894
40.13255033557047,0
40.33221476510067,33
40.53187919463087,0
40.73154362416108,94
40.93120805369127,0
41.130872483221474,0
41.33053691275168,1710
41.53020134228188,0
41.72986577181209,0
41.92953020134228,0
42.12919463087248,0
42.328859060402685,5
42.52852348993289,902
42.72818791946308,0
42.92785234899329,0
43.127516778523486,0
43.327181208053695,0
43.5268456375839,0
43.72651006711409,30
43.9261744966443,0
44.125838926174495,115
44.3255033557047,0
44.5251677852349,0
