seconds,b2
float,int
,
0.19966442953020133,0
0.39932885906040266,0
0.598993288590604,0
0.7986577181208053,0
0.9983221476510067,0
1.197986577181208,0
1.3976510067114094,0
1.5973154362416107,0
1.7969798657718121,0
1.9966442953020134,0
2.196308724832215,0
2.395973154362416,0
2.5956375838926173,0
2.795302013422819,0
2.99496644295302,0
3.1946308724832213,0
3.3942953020134228,0
3.5939597315436242,0
3.7936241610738257,0
3.9932885906040267,0
4.192953020134228,0
4.39261744966443,0
4.592281879194631,0
4.791946308724832,0
4.991610738255034,0
5.191275167785235,0
5.390939597315436,0
5.590604026845638,0
5.790268456375839,0
5.98993288590604,0
6.189597315436242,0
6.389261744966443,0
6.5889261744966445,0
6.7885906040268456,0
6.988255033557047,0
7.1879194630872485,0
7.3875838926174495,0
7.587248322147651,0
7.7869127516778525,0
7.9865771812080535,0
8.186241610738255,0
8.385906040268456,0
8.58557046979866,0
8.78523489932886,0
8.984899328859061,0
9.184563758389261,0
9.384228187919463,0
9.583892617449663,0
9.783557046979867,0
9.983221476510067,0
10.18288590604027,0
10.38255033557047,0
10.582214765100671,2432
10.781879194630871,4092
10.981543624161075,2734
11.181208053691275,4799
11.380872483221477,1416
11.580536912751677,4580
11.78020134228188,8104
11.97986577181208,5454
12.179530201342283,4819
12.379194630872483,3452
12.578859060402685,2486
12.778523489932885,1997
12.978187919463087,997
13.177852348993289,1695
13.377516778523491,562
13.577181208053691,2118
13.776845637583893,288
13.976510067114093,639
14.176174496644295,174
14.375838926174497,421
14.575503355704699,69
14.775167785234899,116
14.974832214765103,854
15.174496644295303,232
15.374161073825505,894
15.573825503355705,1851
15.773489932885907,7150
15.973154362416107,35
16.17281879194631,6
16.37248322147651,1733
16.57214765100671,1518
16.77181208053691,2725
16.971476510067113,507
17.17114093959732,17
17.370805369127517,171
17.57046979865772,164
17.77013422818792,54
17.969798657718123,2879
18.16946308724832,4933
18.369127516778523,1254
18.568791946308725,2455
18.768456375838927,1817
18.968120805369125,2525
19.167785234899327,1400
19.36744966442953,2111
19.567114093959734,5001
19.766778523489933,2389
19.966442953020135,5184
20.166107382550337,2343
20.36577181208054,1110
20.565436241610737,2342
20.76510067114094,953
20.96476510067114,1613
21.164429530201343,163
21.36409395973154,69
21.563758389261743,265
21.76342281879195,73
21.96308724832215,1791
22.16275167785235,549
22.36241610738255,4213
22.562080536912752,826
22.761744966442954,5136
22.961409395973153,3040
23.161073825503355,1626
23.360738255033556,1062
23.56040268456376,592
23.760067114093957,2692
23.95973154362416,289
24.159395973154364,784
24.359060402684566,68
24.558724832214764,322
24.758389261744966,81
24.95805369127517,26
25.15771812080537,17
25.35738255033557,194
25.55704697986577,3017
25.756711409395972,44
25.956375838926174,431
26.156040268456373,20
26.355704697986578,141
26.55536912751678,38
26.755033557046982,14
26.95469798657718,425
27.154362416107382,57
27.354026845637584,171
27.553691275167786,5
27.753355704697984,58
27.953020134228186,16
28.15268456375839,32
28.35234899328859,1133
28.552013422818792,30
28.751677852348994,283
28.951342281879196,276
29.151006711409398,55
29.350671140939596,4
29.550335570469798,490
29.75,53
29.949664429530205,417
30.149328859060404,1102
30.348993288590606,5
30.548657718120804,1057
30.74832214765101,219
30.947986577181208,62
31.14765100671141,552
31.347315436241608,30
31.546979865771814,28
31.746644295302012,239
31.946308724832214,76
32.145973154362416,23
32.34563758389262,1111
32.54530201342282,166
32.74496644295302,47
32.94463087248322,109
33.14429530201342,28
33.34395973154363,10
33.54362416107382,12
33.74328859060403,4
33.942953020134226,1103
34.14261744966443,97
34.34228187919464,4381
34.54194630872483,21
34.741610738255034,749
34.941275167785236,84
35.14093959731544,50
35.34060402684564,1133
35.54026845637584,51
35.739932885906036,1016
35.939597315436245,12
36.13926174496644,2214
36.33892617449664,629
36.538590604026844,1450
36.738255033557046,1162
36.937919463087255,316
37.13758389261745,1569
37.33724832214765,60
37.53691275167785,15
37.736577181208055,8
37.93624161073825,239
38.13590604026846,283
38.335570469798654,765
38.53523489932886,120
38.73489932885906,192
38.93456375838926,746
39.13422818791947,96
39.33389261744966,353
39.533557046979865,1987
39.73322147651007,204
39.93288590604027,1383
40.13255033557047,44
40.33221476510067,137
40.53187919463087,55
40.73154362416108,643
40.93120805369127,58
41.130872483221474,67
41.33053691275168,2871
41.53020134228188,108
41.72986577181209,73
41.92953020134228,34
42.12919463087248,65
42.328859060402685,136
42.52852348993289,1424
42.72818791946308,78
42.92785234899329,25
43.127516778523486,30
43.327181208053695,5
43.5268456375839,924
43.72651006711409,1337
