seconds,b3
float,int
,
0.19966442953020133,0
0.39932885906040266,0
0.598993288590604,0
0.7986577181208053,0
0.9983221476510067,0
1.197986577181208,0
1.3976510067114094,0
1.5973154362416107,0
1.7969798657718121,0
1.9966442953020134,0
2.196308724832215,0
2.395973154362416,0
2.5956375838926173,0
2.795302013422819,0
2.99496644295302,0
3.1946308724832213,0
3.3942953020134228,0
3.5939597315436242,0
3.7936241610738257,0
3.9932885906040267,0
4.192953020134228,0
4.39261744966443,0
4.592281879194631,0
4.791946308724832,0
4.991610738255034,0
5.191275167785235,1
5.390939597315436,0
5.590604026845638,0
5.790268456375839,0
5.98993288590604,0
6.189597315436242,0
6.389261744966443,0
6.5889261744966445,0
6.7885906040268456,0
6.988255033557047,0
7.1879194630872485,0
7.3875838926174495,0
7.587248322147651,0
7.7869127516778525,0
7.9865771812080535,13
8.186241610738255,0
8.385906040268456,0
8.58557046979866,0
8.78523489932886,0
8.984899328859061,0
9.184563758389261,0
9.384228187919463,0
9.583892617449663,0
9.783557046979867,0
9.983221476510067,0
10.18288590604027,0
10.38255033557047,0
10.582214765100671,1617
10.781879194630871,3741
10.981543624161075,2086
11.181208053691275,4332
11.380872483221477,1219
11.580536912751677,3550
11.78020134228188,6440
11.97986577181208,4371
12.179530201342283,2757
12.379194630872483,1688
12.578859060402685,771
12.778523489932885,308
12.978187919463087,118
13.177852348993289,895
13.377516778523491,610
13.577181208053691,3238
13.776845637583893,382
13.976510067114093,892
14.176174496644295,256
14.375838926174497,390
14.575503355704699,65
14.775167785234899,113
14.974832214765103,1593
15.174496644295303,1009
15.374161073825505,1478
15.573825503355705,972
15.773489932885907,9163
15.973154362416107,60
16.17281879194631,9
16.37248322147651,920
16.57214765100671,2715
16.77181208053691,1533
16.971476510067113,321
17.17114093959732,10
17.370805369127517,515
17.57046979865772,334
17.77013422818792,96
17.969798657718123,404
18.16946308724832,4888
18.369127516778523,882
18.568791946308725,1509
18.768456375838927,291
18.968120805369125,1442
19.167785234899327,352
19.36744966442953,1428
19.567114093959734,4075
19.766778523489933,2365
19.966442953020135,3663
20.166107382550337,2330
20.36577181208054,1224
20.565436241610737,2630
20.76510067114094,683
20.96476510067114,1470
21.164429530201343,226
21.36409395973154,77
21.563758389261743,250
21.76342281879195,33
21.96308724832215,1207
22.16275167785235,437
22.36241610738255,4275
22.562080536912752,567
22.761744966442954,4440
22.961409395973153,1334
23.161073825503355,412
23.360738255033556,238
23.56040268456376,23
23.760067114093957,2841
23.95973154362416,346
24.159395973154364,735
24.359060402684566,74
24.558724832214764,579
24.758389261744966,190
24.95805369127517,71
25.15771812080537,17
25.35738255033557,56
25.55704697986577,1393
25.756711409395972,57
25.956375838926174,423
26.156040268456373,25
26.355704697986578,193
26.55536912751678,17
26.755033557046982,3
26.95469798657718,586
27.154362416107382,34
27.354026845637584,184
27.553691275167786,3
27.753355704697984,102
27.953020134228186,15
28.15268456375839,21
28.35234899328859,1560
28.552013422818792,38
28.751677852348994,523
28.951342281879196,139
29.151006711409398,161
29.350671140939596,18
29.550335570469798,876
29.75,87
29.949664429530205,429
30.149328859060404,937
30.348993288590606,5
30.548657718120804,1027
30.74832214765101,213
30.947986577181208,55
31.14765100671141,788
31.347315436241608,2
31.546979865771814,14
31.746644295302012,573
31.946308724832214,89
32.145973154362416,23
32.34563758389262,786
32.54530201342282,113
32.74496644295302,52
32.94463087248322,508
33.14429530201342,28
33.34395973154363,1
33.54362416107382,14
33.74328859060403,4
33.942953020134226,1191
34.14261744966443,230
34.34228187919464,4370
34.54194630872483,11
34.741610738255034,992
34.941275167785236,137
35.14093959731544,36
35.34060402684564,877
35.54026845637584,12
35.739932885906036,621
35.939597315436245,0
36.13926174496644,2163
36.33892617449664,298
36.538590604026844,1729
36.738255033557046,1174
36.937919463087255,190
37.13758389261745,1604
37.33724832214765,20
37.53691275167785,56
37.736577181208055,5
37.93624161073825,271
38.13590604026846,654
38.335570469798654,543
38.53523489932886,470
38.73489932885906,195
38.93456375838926,767
39.13422818791947,95
39.33389261744966,182
39.533557046979865,2518
39.73322147651007,395
39.93288590604027,1125
40.13255033557047,32
40.33221476510067,211
40.53187919463087,18
40.73154362416108,361
40.93120805369127,144
41.130872483221474,43
41.33053691275168,3843
41.53020134228188,138
41.72986577181209,29
41.92953020134228,8
42.12919463087248,178
42.328859060402685,77
42.52852348993289,2032
42.72818791946308,53
42.92785234899329,33
43.127516778523486,18
43.327181208053695,0
43.5268456375839,416
43.72651006711409,946
43.9261744966443,47
44.125838926174495,116
