seconds,anomalyScore,b3,predicted,anomalyLikelihood
0.19966442953020133,1.0,0,0.0,0.5
0.39932885906040266,1.0,0,0.0,0.5
0.598993288590604,1.0,0,0.0,0.5
0.7986577181208053,1.0,0,0.0,0.5
0.9983221476510067,1.0,0,0.0,0.5
1.197986577181208,1.0,0,0.0,0.5
1.3976510067114094,1.0,0,0.0,0.5
1.5973154362416107,1.0,0,0.0,0.5
1.7969798657718121,1.0,0,0.0,0.5
1.9966442953020134,1.0,0,0.0,0.5
2.196308724832215,1.0,0,0.0,0.5
2.395973154362416,1.0,0,0.0,0.5
2.5956375838926173,1.0,0,0.0,0.5
2.795302013422819,1.0,0,0.0,0.5
2.99496644295302,0.975,0,0.0,0.5
3.1946308724832213,1.0,0,0.0,0.5
3.3942953020134228,1.0,0,0.0,0.5
3.5939597315436242,1.0,0,0.0,0.5
3.7936241610738257,1.0,0,0.0,0.5
3.9932885906040267,1.0,0,0.0,0.5
4.192953020134228,1.0,0,0.0,0.5
4.39261744966443,1.0,0,0.0,0.5
4.592281879194631,1.0,0,0.0,0.5
4.791946308724832,1.0,0,0.0,0.5
4.991610738255034,1.0,0,0.0,0.5
5.191275167785235,1.0,1,0.0,0.5
5.390939597315436,1.0,0,0.3,0.5
5.590604026845638,1.0,0,0.21,0.5
5.790268456375839,1.0,0,0.147,0.5
5.98993288590604,0.975,0,0.10289999999999999,0.5
6.189597315436242,1.0,0,0.07202999999999998,0.5
6.389261744966443,1.0,0,0.05042099999999999,0.5
6.5889261744966445,0.95,0,0.03529469999999999,0.5
6.7885906040268456,1.0,0,0.024706289999999992,0.5
6.988255033557047,0.95,0,0.017294402999999993,0.5
7.1879194630872485,0.975,0,0.012106082099999995,0.5
7.3875838926174495,1.0,0,0.008474257469999996,0.5
7.587248322147651,0.975,0,0.005931980228999997,0.5
7.7869127516778525,1.0,0,0.004152386160299997,0.5
7.9865771812080535,1.0,13,0.002906670312209998,0.5
8.186241610738255,0.975,0,3.902034669218547,0.5
8.385906040268456,1.0,0,2.7314242684529826,0.5
8.58557046979866,0.925,0,1.9119969879170877,0.5
8.78523489932886,1.0,0,1.3383978915419614,0.5
8.984899328859061,1.0,0,0.9368785240793729,0.5
9.184563758389261,1.0,0,0.655814966855561,0.5
9.384228187919463,1.0,0,0.4590704767988926,0.5
9.583892617449663,1.0,0,0.3213493337592248,0.5
9.783557046979867,1.0,0,0.22494453363145736,0.5
9.983221476510067,1.0,0,0.15746117354202013,0.5
10.18288590604027,0.8,0,0.11022282147941409,0.5
10.38255033557047,1.0,0,0.07715597503558985,0.5
10.582214765100671,1.0,1617,0.054009182524912894,0.5
10.781879194630871,1.0,3741,3741.0,0.5
10.981543624161075,1.0,2086,2086.0,0.5
11.181208053691275,1.0,4332,4332.0,0.5
11.380872483221477,1.0,1219,1219.0,0.5
11.580536912751677,1.0,3550,3550.0,0.5
11.78020134228188,1.0,6440,6440.0,0.5
11.97986577181208,1.0,4371,1219.0,0.5
12.179530201342283,0.975,2757,2757.0,0.5
12.379194630872483,1.0,1688,1688.0,0.5
12.578859060402685,1.0,771,771.0,0.5
12.778523489932885,1.0,308,308.0,0.5
12.978187919463087,1.0,118,118.0,0.5
13.177852348993289,1.0,895,895.0,0.5
13.377516778523491,1.0,610,610.0,0.5
13.577181208053691,1.0,3238,3238.0,0.5
13.776845637583893,1.0,382,382.0,0.5
13.976510067114093,1.0,892,610.0,0.5
14.176174496644295,0.95,256,256.0,0.5
14.375838926174497,1.0,390,894.0999999999999,0.5
14.575503355704699,1.0,65,65.0,0.5
14.775167785234899,1.0,113,113.0,0.5
14.974832214765103,1.0,1593,1593.0,0.5
15.174496644295303,0.975,1009,1009.0,0.5
15.374161073825505,1.0,1478,1478.0,0.5
15.573825503355705,0.95,972,972.0,0.5
15.773489932885907,1.0,9163,9163.0,0.5
15.973154362416107,1.0,60,60.0,0.5
16.17281879194631,0.975,9,9.0,0.5
16.37248322147651,1.0,920,920.0,0.5
16.57214765100671,1.0,2715,1688.0,0.5
16.77181208053691,0.775,1533,1533.0,0.5
16.971476510067113,1.0,321,321.0,0.5
17.17114093959732,1.0,10,901.8699999999999,0.5
17.370805369127517,0.975,515,515.0,0.5
