seconds,b4,anomalyScore,predicted,anomalyLikelihood
0.19966442953020133,0,1.0,0.0,0.5
0.39932885906040266,0,1.0,0.0,0.5
0.598993288590604,0,1.0,0.0,0.5
0.7986577181208053,0,1.0,0.0,0.5
0.9983221476510067,0,1.0,0.0,0.5
1.197986577181208,0,1.0,0.0,0.5
1.3976510067114094,0,1.0,0.0,0.5
1.5973154362416107,0,1.0,0.0,0.5
1.7969798657718121,0,1.0,0.0,0.5
1.9966442953020134,0,1.0,0.0,0.5
2.196308724832215,0,1.0,0.0,0.5
2.395973154362416,0,1.0,0.0,0.5
2.5956375838926173,0,1.0,0.0,0.5
2.795302013422819,0,1.0,0.0,0.5
2.99496644295302,0,1.0,0.0,0.5
3.1946308724832213,0,1.0,0.0,0.5
3.3942953020134228,0,1.0,0.0,0.5
3.5939597315436242,0,1.0,0.0,0.5
3.7936241610738257,0,1.0,0.0,0.5
3.9932885906040267,0,0.975,0.0,0.5
4.192953020134228,0,1.0,0.0,0.5
4.39261744966443,0,1.0,0.0,0.5
4.592281879194631,0,1.0,0.0,0.5
4.791946308724832,0,1.0,0.0,0.5
4.991610738255034,0,1.0,0.0,0.5
5.191275167785235,0,1.0,0.0,0.5
5.390939597315436,0,1.0,0.0,0.5
5.590604026845638,0,1.0,0.0,0.5
5.790268456375839,0,1.0,0.0,0.5
5.98993288590604,0,1.0,0.0,0.5
6.189597315436242,0,1.0,0.0,0.5
6.389261744966443,0,1.0,0.0,0.5
6.5889261744966445,0,0.8,0.0,0.5
6.7885906040268456,0,1.0,0.0,0.5
6.988255033557047,0,1.0,0.0,0.5
7.1879194630872485,0,0.675,0.0,0.5
7.3875838926174495,0,0.975,0.0,0.5
7.587248322147651,0,1.0,0.0,0.5
7.7869127516778525,0,1.0,0.0,0.5
7.9865771812080535,0,0.65,0.0,0.5
8.186241610738255,0,1.0,0.0,0.5
8.385906040268456,0,1.0,0.0,0.5
8.58557046979866,0,0.725,0.0,0.5
8.78523489932886,0,0.95,0.0,0.5
8.984899328859061,0,1.0,0.0,0.5
9.184563758389261,0,0.975,0.0,0.5
9.384228187919463,0,1.0,0.0,0.5
9.583892617449663,0,1.0,0.0,0.5
9.783557046979867,0,1.0,0.0,0.5
9.983221476510067,0,0.95,0.0,0.5
10.18288590604027,0,1.0,0.0,0.5
10.38255033557047,0,1.0,0.0,0.5
10.582214765100671,1012,1.0,0.0,0.5
10.781879194630871,2933,1.0,2933.0,0.5
10.981543624161075,1577,1.0,1577.0,0.5
11.181208053691275,3634,1.0,3634.0,0.5
11.380872483221477,836,1.0,836.0,0.5
11.580536912751677,2924,1.0,1577.0,0.5
11.78020134228188,6024,1.0,6024.0,0.5
11.97986577181208,3592,1.0,3592.0,0.5
12.179530201342283,2474,1.0,2474.0,0.5
12.379194630872483,1173,1.0,1173.0,0.5
12.578859060402685,312,1.0,312.0,0.5
12.778523489932885,59,1.0,59.0,0.5
12.978187919463087,66,1.0,66.0,0.5
13.177852348993289,1317,1.0,1317.0,0.5
13.377516778523491,1064,1.0,1064.0,0.5
13.577181208053691,2174,1.0,2174.0,0.5
13.776845637583893,503,1.0,503.0,0.5
13.976510067114093,739,1.0,739.0,0.5
14.176174496644295,235,1.0,235.0,0.5
14.375838926174497,471,1.0,739.0,0.5
14.575503355704699,95,1.0,95.0,0.5
14.775167785234899,231,1.0,231.0,0.5
14.974832214765103,1235,1.0,1235.0,0.5
15.174496644295303,720,1.0,233.8,0.5
15.374161073825505,825,0.975,2930.2999999999997,0.5
15.573825503355705,875,1.0,875.0,0.5
15.773489932885907,5480,1.0,5480.0,0.5
15.973154362416107,1,1.0,1.0,0.5
16.17281879194631,6,1.0,6.0,0.5
16.37248322147651,595,1.0,595.0,0.5
16.57214765100671,1740,1.0,1740.0,0.5
16.77181208053691,634,1.0,634.0,0.5
16.971476510067113,48,1.0,48.0,0.5
17.17114093959732,2,1.0,2.0,0.5
17.370805369127517,212,1.0,212.0,0.5
17.57046979865772,351,0.975,351.0,0.5
17.77013422818792,134,1.0,134.0,0.5
17.969798657718123,60,1.0,2.0069999999999997,0.5
18.16946308724832,5345,1.0,2.0069999999999997,0.5
18.369127516778523,529,1.0,529.0,0.5
18.568791946308725,1148,1.0,1148.0,0.5
18.768456375838927,12,1.0,12.0,0.5
18.968120805369125,1586,1.0,3634.0,0.5
19.167785234899327,277,1.0,58.01899999999999,0.5
19.36744966442953,1083,1.0,2174.0,0.5
19.567114093959734,2867,0.975,2867.0,0.5
19.766778523489933,1214,1.0,733.3,0.5
19.966442953020135,3849,1.0,3849.0,0.5
20.166107382550337,2207,1.0,2207.0,0.5
20.36577181208054,843,0.975,875.0,0.5
20.565436241610737,1503,0.975,1503.0,0.5
20.76510067114094,299,0.9,299.0,0.5
20.96476510067114,1686,1.0,634.0,0.5
21.164429530201343,181,1.0,58.01899999999999,0.5
21.36409395973154,26,0.825,26.0,0.5
21.563758389261743,281,0.975,1069.6999999999998,0.5
21.76342281879195,54,1.0,11.303429999999999,0.5
21.96308724832215,762,1.0,835.7899999999998,0.5
22.16275167785235,404,0.95,404.0,0.5
22.36241610738255,4032,1.0,4032.0,0.5
22.562080536912752,889,1.0,5480.0,0.5
22.761744966442954,5868,0.925,3592.0,0.5
22.961409395973153,1551,1.0,308.09999999999997,0.5
23.161073825503355,325,0.6,1686.0,0.5
23.360738255033556,198,0.95,351.0,0.5
23.56040268456376,0,1.0,0.0,0.5
23.760067114093957,2617,1.0,2617.0,0.5
23.95973154362416,601,1.0,1740.0,0.5
24.159395973154364,412,1.0,4032.0,0.5
24.359060402684566,44,1.0,741.91,0.5
24.558724832214764,984,0.9,2867.0,0.5
24.758389261744966,228,1.0,7.912400999999998,0.5
24.95805369127517,26,0.775,2617.0,0.5
25.15771812080537,2,0.8,2617.0,0.5
25.35738255033557,7,0.975,2617.0,0.5
25.55704697986577,694,1.0,406.4,0.5
25.756711409395972,110,0.975,221.3374,0.5
25.956375838926174,147,1.0,9.055953542999998,0.5
26.156040268456373,13,0.5,9.055953542999998,0.5
26.355704697986578,400,0.85,52.96930999999998,0.5
26.55536912751678,30,0.3,1003.5999999999999,0.5
26.755033557046982,0,0.725,0.0,0.5
26.95469798657718,148,0.9,7.167417236069998,0.5
27.154362416107382,18,0.625,147.83899999999997,0.5
27.354026845637584,88,0.975,147.83899999999997,0.5
27.553691275167786,6,0.975,10.417192065248997,0.5
27.753355704697984,91,0.825,9.092034445674297,0.5
27.953020134228186,4,0.825,94.53499999999998,0.5
28.15268456375839,2,0.9,94.53499999999998,0.5
28.35234899328859,1066,1.0,221.3374,0.5
28.552013422818792,112,0.9,5.895096878380405,0.5
28.751677852348994,271,0.825,46.078516999999984,0.5
28.951342281879196,14,0.875,14.0,0.5
29.151006711409398,139,0.975,8.326567814866284,0.5
29.350671140939596,11,0.575,145.18729999999996,0.5
29.550335570469798,138,0.6,9.128597470406397,0.5
29.75,104,0.9,9.128597470406397,0.5
29.949664429530205,443,0.975,46.078516999999984,0.5
30.149328859060404,528,0.975,1165.5,0.5
30.348993288590606,20,1.0,143.03110999999996,0.5
30.548657718120804,1225,1.0,3849.0,0.5
30.74832214765101,19,1.0,19.0,0.5
30.947986577181208,76,0.975,14.373012760499133,0.5
31.14765100671141,782,0.65,782.0,0.5
31.347315436241608,0,1.0,0.0,0.5
31.546979865771814,0,0.675,0.0,0.5
31.746644295302012,617,0.975,55.05496189999998,0.5
31.946308724832214,73,0.475,782.0,0.5
32.145973154362416,7,0.775,628.9,0.5
32.34563758389262,288,0.775,7.029943376851202,0.5
32.54530201342282,111,0.775,416.03599999999994,0.5
32.74496644295302,102,0.7,416.03599999999994,0.5
32.94463087248322,446,0.675,528.6999999999999,0.5
33.14429530201342,47,0.425,7.029943376851202,0.5
33.34395973154363,0,0.525,279.62799999999993,0.5
33.54362416107382,0,0.525,279.62799999999993,0.5
33.74328859060403,7,0.65,3.444672254657089,0.5
33.942953020134226,471,0.925,56.40693133099998,0.5
34.14261744966443,303,0.975,221.3374,0.5
34.34228187919464,2959,1.0,6024.0,0.5
34.54194630872483,21,1.0,486.67999999999995,0.5
34.741610738255034,1162,0.925,9.457889404781973,0.5
34.941275167785236,180,0.925,103.42065349999999,0.5
35.14093959731544,32,0.55,9.457889404781973,0.5
35.34060402684564,706,0.425,49.08485193169999,0.5
35.54026845637584,27,0.8,697.5999999999999,0.5
35.739932885906036,287,1.0,42.45939635218999,0.5
35.939597315436245,0,0.675,281.8395999999999,0.5
36.13926174496644,2763,0.875,596.8,0.5
36.33892617449664,98,1.0,425.0251999999999,0.5
36.538590604026844,1753,1.0,154.12177699999995,0.5
36.738255033557046,669,0.6,42.45939635218999,0.5
36.937919463087255,96,0.275,1743.9,0.5
37.13758389261745,1275,0.875,6.62052258334738,0.5
37.33724832214765,27,0.9,281.8395999999999,0.5
37.53691275167785,77,0.8,281.8395999999999,0.5
37.736577181208055,4,0.625,2763.0,0.5
37.93624161073825,163,0.325,49.575104212573095,0.5
38.13590604026846,169,0.675,49.575104212573095,0.5
38.335570469798654,199,0.85,5.834365808343166,0.5
38.53523489932886,120,0.925,1275.0,0.5
38.73489932885906,277,0.45,106.03928415049998,0.5
38.93456375838926,395,0.975,160.44967072999995,0.5
39.13422818791947,232,0.85,106.03928415049998,0.5
39.33389261744966,286,0.8,364.2,0.5
