seconds,b9,anomalyScore,predicted,anomalyLikelihood
0.19966442953020133,0,1.0,0.0,0.5
0.39932885906040266,0,1.0,0.0,0.5
0.598993288590604,0,1.0,0.0,0.5
0.7986577181208053,0,1.0,0.0,0.5
0.9983221476510067,0,1.0,0.0,0.5
1.197986577181208,0,1.0,0.0,0.5
1.3976510067114094,0,1.0,0.0,0.5
1.5973154362416107,0,1.0,0.0,0.5
1.7969798657718121,0,1.0,0.0,0.5
1.9966442953020134,0,1.0,0.0,0.5
2.196308724832215,0,1.0,0.0,0.5
2.395973154362416,0,1.0,0.0,0.5
2.5956375838926173,0,1.0,0.0,0.5
2.795302013422819,0,1.0,0.0,0.5
2.99496644295302,0,1.0,0.0,0.5
3.1946308724832213,0,1.0,0.0,0.5
3.3942953020134228,0,1.0,0.0,0.5
3.5939597315436242,0,1.0,0.0,0.5
3.7936241610738257,0,1.0,0.0,0.5
3.9932885906040267,0,1.0,0.0,0.5
4.192953020134228,0,1.0,0.0,0.5
4.39261744966443,0,1.0,0.0,0.5
4.592281879194631,0,1.0,0.0,0.5
4.791946308724832,0,1.0,0.0,0.5
4.991610738255034,0,1.0,0.0,0.5
5.191275167785235,0,1.0,0.0,0.5
5.390939597315436,0,1.0,0.0,0.5
5.590604026845638,0,1.0,0.0,0.5
5.790268456375839,0,1.0,0.0,0.5
5.98993288590604,0,1.0,0.0,0.5
6.189597315436242,0,1.0,0.0,0.5
6.389261744966443,0,1.0,0.0,0.5
6.5889261744966445,0,1.0,0.0,0.5
6.7885906040268456,0,1.0,0.0,0.5
6.988255033557047,0,1.0,0.0,0.5
7.1879194630872485,0,1.0,0.0,0.5
7.3875838926174495,0,1.0,0.0,0.5
7.587248322147651,0,1.0,0.0,0.5
7.7869127516778525,0,1.0,0.0,0.5
7.9865771812080535,0,1.0,0.0,0.5
8.186241610738255,0,1.0,0.0,0.5
8.385906040268456,0,1.0,0.0,0.5
8.58557046979866,0,1.0,0.0,0.5
8.78523489932886,0,1.0,0.0,0.5
8.984899328859061,0,1.0,0.0,0.5
9.184563758389261,0,1.0,0.0,0.5
9.384228187919463,0,1.0,0.0,0.5
9.583892617449663,0,1.0,0.0,0.5
9.783557046979867,0,1.0,0.0,0.5
9.983221476510067,0,1.0,0.0,0.5
10.18288590604027,0,1.0,0.0,0.5
10.38255033557047,0,1.0,0.0,0.5
10.582214765100671,0,1.0,0.0,0.5
10.781879194630871,0,1.0,0.0,0.5
10.981543624161075,0,1.0,0.0,0.5
11.181208053691275,8,1.0,0.0,0.5
11.380872483221477,0,1.0,2.4,0.5
11.580536912751677,1,1.0,1.68,0.5
11.78020134228188,1932,1.0,1.476,0.5
11.97986577181208,0,1.0,0.0,0.5
12.179530201342283,0,1.0,0.0,0.5
12.379194630872483,0,1.0,0.0,0.5
12.578859060402685,0,1.0,0.0,0.5
12.778523489932885,0,1.0,0.0,0.5
12.978187919463087,0,1.0,0.0,0.5
13.177852348993289,6,1.0,6.0,0.5
13.377516778523491,0,1.0,0.0,0.5
13.577181208053691,41,1.0,41.0,0.5
13.776845637583893,0,1.0,0.0,0.5
13.976510067114093,41,1.0,41.0,0.5
14.176174496644295,0,1.0,0.0,0.5
14.375838926174497,0,1.0,0.6590933467523998,0.5
14.575503355704699,0,1.0,0.46136534272667984,0.5
14.775167785234899,0,1.0,0.3229557399086759,0.5
14.974832214765103,45,1.0,0.2260690179360731,0.5
15.174496644295303,0,1.0,0.0,0.5
15.374161073825505,0,1.0,0.15824831255525115,0.5
15.573825503355705,0,1.0,0.1107738187886758,0.5
15.773489932885907,50,1.0,0.07754167315207305,0.5
15.973154362416107,0,1.0,0.07754167315207305,0.5
16.17281879194631,0,1.0,0.054279171206451135,0.5
16.37248322147651,132,1.0,0.03799541984451579,0.5
16.57214765100671,0,1.0,0.03799541984451579,0.5
16.77181208053691,0,1.0,0.0,0.5
16.971476510067113,0,1.0,0.01861775572381274,0.5
17.17114093959732,0,1.0,0.013032429006668917,0.5
17.370805369127517,0,1.0,0.009122700304668241,0.5
17.57046979865772,0,1.0,0.006385890213267769,0.5
17.77013422818792,0,1.0,0.004470123149287438,0.5
17.969798657718123,0,1.0,0.0,0.5
18.16946308724832,3506,1.0,3506.0,0.5
18.369127516778523,0,1.0,0.0021903603431508442,0.5
18.568791946308725,0,1.0,0.0015332522402055908,0.5
18.768456375838927,0,1.0,0.0010732765681439134,0.5
18.968120805369125,132,1.0,0.0007512935977007394,0.5
19.167785234899327,11,0.975,0.0007512935977007394,0.5
19.36744966442953,0,1.0,3.3005259055183904,0.5
19.567114093959734,80,1.0,2.310368133862873,0.5
19.766778523489933,1,0.975,2.310368133862873,0.5
19.966442953020135,247,1.0,247.0,0.5
20.166107382550337,24,1.0,1.9172576937040111,0.5
20.36577181208054,0,1.0,8.542080385592808,0.5
20.565436241610737,923,1.0,923.0,0.5
20.76510067114094,0,1.0,116.39999999999999,0.5
20.96476510067114,18,1.0,18.0,0.5
21.164429530201343,0,1.0,8.329933572258332,0.5
21.36409395973154,0,1.0,5.830953500580832,0.5
21.563758389261743,0,1.0,4.081667450406582,0.5
21.76342281879195,0,1.0,2.857167215284607,0.5
21.96308724832215,1,1.0,1.0,0.5
22.16275167785235,0,1.0,1.7000119354894574,0.5
22.36241610738255,904,1.0,1.1900083548426201,0.5
22.562080536912752,0,0.85,917.3,0.5
22.761744966442954,3286,1.0,3286.0,0.5
22.961409395973153,0,1.0,0.0,0.5
23.161073825503355,0,1.0,0.0,0.5
23.360738255033556,510,1.0,510.0,0.5
23.56040268456376,0,1.0,0.40817286571101863,0.5
23.760067114093957,446,1.0,0.285721005997713,0.5
23.95973154362416,0,1.0,0.285721005997713,0.5
24.159395973154364,0,1.0,0.20000470419839908,0.5
24.359060402684566,0,1.0,0.14000329293887934,0.5
24.558724832214764,0,1.0,0.0,0.5
24.758389261744966,0,1.0,0.06860161354005087,0.5
24.95805369127517,0,1.0,0.04802112947803561,0.5
25.15771812080537,0,1.0,0.03361479063462492,0.5
25.35738255033557,0,1.0,0.023530353444237442,0.5
25.55704697986577,0,1.0,0.016471247410966207,0.5
25.756711409395972,0,1.0,0.011529873187676344,0.5
25.956375838926174,0,1.0,0.008070911231373441,0.5
26.156040268456373,0,1.0,0.005649637861961408,0.5
26.355704697986578,0,1.0,0.003954746503372986,0.5
26.55536912751678,0,1.0,0.00276832255236109,0.5
26.755033557046982,0,1.0,0.001937825786652763,0.5
26.95469798657718,0,1.0,0.0013564780506569339,0.5
27.154362416107382,0,1.0,0.0009495346354598536,0.5
27.354026845637584,0,1.0,0.0006646742448218975,0.5
27.553691275167786,0,1.0,0.0004652719713753282,0.5
27.753355704697984,0,1.0,0.00032569037996272974,0.5
27.953020134228186,0,1.0,0.0002279832659739108,0.5
28.15268456375839,0,1.0,0.00015958828618173755,0.5
28.35234899328859,0,1.0,0.00011171180032721627,0.5
28.552013422818792,0,1.0,7.819826022905139e-05,0.5
28.751677852348994,560,1.0,5.473878216033597e-05,0.5
28.951342281879196,0,0.85,5.473878216033597e-05,0.5
29.151006711409398,0,0.975,3.8317147512235173e-05,0.5
29.350671140939596,0,1.0,2.682200325856462e-05,0.5
29.550335570469798,0,1.0,1.8775402280995234e-05,0.5
29.75,0,0.975,1.3142781596696663e-05,0.5
29.949664429530205,1500,1.0,1500.0,0.5
30.149328859060404,0,1.0,9.199947117687664e-06,0.5
30.348993288590606,0,0.975,6.439962982381365e-06,0.5
30.548657718120804,1161,1.0,4.507974087666955e-06,0.5
30.74832214765101,0,1.0,4.507974087666955e-06,0.5
30.947986577181208,0,1.0,0.0,0.5
31.14765100671141,1764,1.0,2.2089073029568077e-06,0.5
31.347315436241608,0,0.8,2.2089073029568077e-06,0.5
31.546979865771814,0,0.975,1.5462351120697652e-06,0.5
31.746644295302012,0,1.0,1.0823645784488356e-06,0.5
31.946308724832214,0,1.0,7.576552049141849e-07,0.5
32.145973154362416,0,1.0,5.303586434399294e-07,0.5
32.34563758389262,0,0.975,3.7125105040795054e-07,0.5
32.54530201342282,0,1.0,2.5987573528556536e-07,0.5
32.74496644295302,0,1.0,0.0,0.5
32.94463087248322,0,1.0,1.2733911028992702e-07,0.5
33.14429530201342,0,1.0,8.913737720294891e-08,0.5
33.34395973154363,0,1.0,6.239616404206424e-08,0.5
33.54362416107382,0,1.0,4.3677314829444965e-08,0.5
33.74328859060403,0,0.975,3.0574120380611474e-08,0.5
33.942953020134226,0,0.875,2.140188426642803e-08,0.5
34.14261744966443,0,0.9,1.498131898649962e-08,0.5
34.34228187919464,1959,1.0,1.0486923290549735e-08,0.5
34.54194630872483,0,0.65,1.0486923290549735e-08,0.5
34.741610738255034,2,0.8,7.340846303384814e-09,0.5
34.941275167785236,0,0.9,0.6000000051385924,0.5
35.14093959731544,0,0.925,0.42000000359701467,0.5
35.34060402684564,0,0.85,0.29400000251791025,0.5
35.54026845637584,373,1.0,0.20580000176253715,0.5
35.739932885906036,0,0.975,0.20580000176253715,0.5
35.939597315436245,0,0.7,0.144060001233776,0.5
36.13926174496644,2331,1.0,2331.0,0.5
36.33892617449664,0,1.0,0.0,0.5
36.538590604026844,3137,1.0,0.07058940060455023,0.5
36.738255033557046,0,0.95,0.07058940060455023,0.5
36.937919463087255,1,0.875,1.0,0.5
37.13758389261745,1356,1.0,0.3345888062962296,0.5
